Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Python, async_tree, 12,423.970214843750000000, 233.231201171875000000, 0.576293945312500000, 42.086181640625000000, 30528, 55.5, 102368
Python, async_tree, 12,412.697570800781250000, 225.325439453125000000, 0.431396484375000000, 42.125244140625000000, 30584, 56.0, 102396
Python, async_tree, 12,413.708984375000000000, 226.465515136718750000, 0.113830566406250000, 41.995361328125000000, 30649, 57.0, 102268
Python, async_tree, 12,426.961120605468750000, 235.350891113281250000, 0.424560546875000000, 41.861877441406250000, 30546, 56.5, 102324
Python, async_tree, 12,422.785522460937500000, 232.744689941406250000, 0.275268554687500000, 41.680358886718750000, 30329, 57.0, 102328
Python, async_tree, 12,424.164611816406250000, 233.403564453125000000, 0.342346191406250000, 42.005432128906250000, 30529, 55.2, 102296
Python, async_tree, 12,413.051208496093750000, 225.608215332031250000, 0.200317382812500000, 42.086242675781250000, 30709, 55.2, 102316
Python, async_tree, 12,413.814575195312500000, 225.451538085937500000, 0.230163574218750000, 42.204711914062500000, 30879, 55.5, 102324
Python, async_tree, 12,423.376281738281250000, 232.811218261718750000, 0.349304199218750000, 41.839050292968750000, 30484, 56.5, 102284
Python, async_tree, 12,412.974060058593750000, 225.827575683593750000, 0.314025878906250000, 41.940490722656250000, 30612, 55.2, 102372
